,0
heatFraction,0.4215782
elecFraction,0.19133400000000003
topR,98.45042022484154
bottomR,7.574756803871559
sideR,1818.1818181818182
TCS,"{'AB22': 68.57247930614497, 'BC66': 67.79542195071932, 'DD44': nan, 'EF22': 64.87525505217056, 'FG55': 73.40647763892889}"
